Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2022-04-19 16:59:31,FALSE,Santa Barbara Running,1.99,161,00:10:53,166,191,3.2,195,218,5:28,4:42,43,3,1.51,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,78.8,No,00:01:20.6,8,82.4,00:10:49,00:24:40,30,62
Running,2022-04-19 16:49:33,FALSE,Santa Barbara Running,1.01,97,00:07:03.5,152,178,2.0,173,195,7:00,6:09,16,10,1.33,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,80.6,No,00:00:02.4,2,87.8,00:07:03.4,00:07:03.5,22,41
Running,2022-04-14 18:20:08,FALSE,Santa Barbara Running,2.03,141,00:11:45,137,159,2.1,190,207,5:47,4:52,20,13,1.46,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:02:49.6,4,69.8,00:11:45,00:19:00,17,35
Running,2022-04-12 19:42:58,FALSE,Santa Monica Running,3.08,382,00:25:50,161,182,3.4,163,177,8:23,7:11,79,79,1.18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:00:39.9,4,69.8,00:25:44,00:32:35,-39,47
Running,2022-04-12 09:00:02,FALSE,San Diego Running,6.28,739,00:53:12,152,171,3.5,170,180,8:28,7:35,36,85,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:02:21.3,7,80.6,00:53:10,00:53:12,-10,73
Running,2022-04-10 15:08:42,FALSE,San Diego Running,4.19,474,00:35:29,147,173,2.8,165,199,8:28,5:33,69,56,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,75.2,No,00:01:22.5,5,86.0,00:35:27,00:54:46,3,94
Running,2022-04-09 08:44:59,FALSE,San Diego Running,3.11,283,00:21:15,148,179,2.8,184,205,6:50,5:33,52,20,1.28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:45.6,4,82.4,00:21:14,00:21:18,-3,43
Running,2022-04-09 07:59:06,FALSE,San Diego Running,3.11,340,00:27:44,141,152,2.4,166,178,8:55,7:30,--,62,1.09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:01:03.9,4,82.4,00:27:43,00:27:44,2,72
Running,2022-04-07 17:45:58,FALSE,Santa Monica Running,3.01,323,00:20:49,169,184,3.4,180,196,6:56,6:01,108,105,1.29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,78.8,No,00:00:01.6,4,82.4,00:20:44,00:25:14,18,129
Running,2022-04-06 19:23:50,FALSE,Santa Barbara Running,3.79,486,00:35:01,153,173,3.2,166,178,9:14,7:19,249,194,1.05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:07:23.0,4,82.4,00:35:00,00:35:01,37,274
Running,2022-04-05 19:37:07,FALSE,Santa Barbara Running,1.50,107,00:08:07.5,151,178,2.4,199,217,5:26,5:03,39,16,1.49,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,75.2,No,00:01:16.7,6,82.4,00:08:05.5,00:17:11,15,38
Running,2022-04-05 19:20:15,FALSE,Santa Barbara Running,1.01,81,00:06:49.6,135,148,1.2,180,201,6:47,5:59,10,7,1.31,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,78.8,No,00:00:01.7,2,86.0,00:06:46.7,00:06:49.6,-16,-6
Running,2022-04-03 18:16:47,FALSE,Santa Barbara Running,3.36,417,00:30:01,154,177,3.1,169,202,8:56,7:30,377,361,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:02:59.5,4,78.8,00:30:00,00:30:03,74,325
Running,2022-03-29 18:52:33,FALSE,Santa Barbara Running,4.31,484,00:35:01,152,171,3.1,168,180,8:08,7:17,52,59,1.18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:02:24.2,5,84.2,00:34:59,00:44:45,-22,28
Running,2022-03-27 08:09:36,FALSE,Goleta Running,6.42,817,00:53:53,163,182,4.1,173,190,8:23,7:33,213,220,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:03:23.1,7,77.0,00:53:50,00:53:56,14,106
Running,2022-03-24 19:34:26,FALSE,Santa Barbara Running,2.50,246,00:15:51,168,185,3.0,188,200,6:20,5:40,23,26,1.35,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:03:03.9,3,69.8,00:15:50,00:16:32,21,45
Running,2022-03-23 18:56:53,FALSE,Santa Barbara Running,3.23,378,00:30:01,142,170,2.6,164,175,9:17,8:02,253,226,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:02:07.8,4,82.4,00:29:58,00:30:54,89,292
Running,2022-03-19 11:03:52,FALSE,Los Angeles Running,4.07,583,00:41:47,155,183,3.4,169,217,10:15,7:03,781,988,0.93,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:31.0,5,82.4,00:41:35,00:51:44,329,"1,222"
Running,2022-03-18 13:56:13,FALSE,Santa Monica Running,4.01,440,00:29:46,163,181,3.4,173,188,7:26,6:47,23,92,1.25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,75.2,No,00:00:02.1,5,82.4,00:29:42,00:31:11,18,116
Running,2022-03-16 16:23:18,FALSE,Santa Barbara Running,1.80,145,00:10:52,152,183,2.2,192,206,6:02,5:27,30,23,1.39,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,80.6,No,00:00:00.6,4,89.6,00:10:51,00:22:51,19,50
Running,2022-03-14 18:17:55,FALSE,Santa Barbara Running,3.19,417,00:30:01,153,173,3.1,166,180,9:25,8:19,315,279,1.03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:01:37.6,4,78.8,00:30:00,00:30:01,162,325
Running,2022-03-13 08:14:22,FALSE,Santa Barbara Running,5.01,565,00:41:25,151,171,3.2,172,194,8:16,7:13,66,75,1.13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:00:02.2,6,77.0,00:41:22,00:41:55,14,62
Running,2022-03-12 14:17:31,FALSE,Santa Barbara Running,3.37,432,00:30:00,156,175,3.3,163,182,8:55,8:09,226,161,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,75.2,No,00:03:09.0,4,82.4,00:29:54,00:30:43,85,285
Trail Running,2022-03-10 14:25:49,FALSE,Santa Barbara Trail Running,5.08,724,00:52:05,157,185,3.7,167,207,10:15,8:13,"1,030","1,024",0.94,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:00:39.4,6,84.2,00:51:54,00:57:02,42,434
Running,2022-03-09 17:22:59,FALSE,Santa Barbara Running,3.31,402,00:30:01,149,165,2.9,164,174,9:03,7:58,256,230,1.08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:02:44.4,4,71.6,00:29:56,00:30:30,79,261
Running,2022-03-08 18:20:28,FALSE,Santa Barbara Running,2.01,150,00:10:49,160,187,2.9,196,217,5:23,4:56,16,10,1.53,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:01:17.9,8,68.0,00:10:46,00:23:06,17,49
Running,2022-03-07 07:40:53,FALSE,Santa Barbara Running,3.26,377,00:30:01,143,159,2.5,168,188,9:12,7:59,351,302,1.04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:02:20.3,4,75.2,00:30:00,00:30:01,162,321
Running,2022-03-06 11:14:38,FALSE,Santa Barbara Running,6.01,699,00:49:32,156,175,3.6,171,186,8:15,6:46,98,92,1.14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:02.5,7,84.2,00:49:29,00:50:31,-26,55
Running,2022-03-05 17:27:38,FALSE,Santa Barbara Running,3.29,413,00:30:01,154,178,3.0,167,184,9:06,8:14,407,351,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:02:35.8,4,80.6,00:29:58,00:30:01,111,434
Running,2022-03-03 17:45:44,FALSE,Santa Barbara Running,2.00,169,00:11:37,164,188,2.6,194,208,5:48,5:16,13,16,1.43,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:02:53.2,4,71.6,00:11:37,00:21:52,27,43
Running,2022-03-02 18:14:09,FALSE,Santa Barbara Running,3.22,384,00:30:01,147,169,2.7,165,206,9:19,6:10,341,312,1.05,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:02:02.9,4,80.6,00:30:00,00:30:11,161,422
Running,2022-03-01 18:48:56,FALSE,Santa Barbara Running,1.01,79,00:05:46.1,152,174,2.0,192,203,5:44,5:16,7,--,1.46,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:02:52.1,2,71.6,00:05:45,00:08:22.8,9,31
Running,2022-02-28 17:11:41,FALSE,Santa Barbara Running,4.00,495,00:32:59,164,183,3.8,169,182,8:14,6:43,446,440,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:00:01.4,5,80.6,00:32:57,00:33:21,162,421
Running,2022-02-26 11:13:15,FALSE,Santa Barbara Running,5.01,551,00:37:33,162,179,3.5,171,184,7:30,6:48,69,59,1.25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:00:01.5,6,86.0,00:37:29,00:45:24,-17,35
Running,2022-02-21 17:08:10,FALSE,Austin Running,3.38,412,00:27:01,164,182,3.5,167,186,8:00,7:12,66,62,1.21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,84.2,No,00:02:58.0,4,86.0,00:27:00,00:27:06,741,776
Running,2022-02-19 11:32:05,FALSE,Austin Running,4.53,523,00:35:11,163,179,3.6,173,188,7:46,6:52,135,148,1.20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:03:56.1,5,73.4,00:35:08,00:35:11,527,572
Running,2022-02-18 14:18:55,FALSE,Austin Running,3.12,326,00:22:56,156,183,3.1,174,192,7:21,6:13,46,59,1.26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:49.5,4,78.8,00:22:52,00:22:56,498,524
Running,2022-02-17 10:17:30,FALSE,Austin Running,1.25,91,00:07:06.3,147,165,2.1,194,211,5:41,5:07,--,13,1.47,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:00:00.5,4,77.0,00:07:05.7,00:13:56,501,642
Running,2022-02-16 07:59:48,FALSE,Austin Running,8.03,"1,020",01:06:54,165,187,5.0,169,182,8:20,7:35,194,210,1.14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:07.0,9,82.4,01:06:46,01:07:42,184,224
Running,2022-02-14 17:23:36,FALSE,Santa Barbara Running,3.01,262,00:19:52,148,171,2.8,182,213,6:35,4:48,20,13,1.34,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:01.3,5,78.8,00:19:45,00:26:32,-26,-5
Running,2022-02-12 18:08:54,FALSE,Santa Barbara Running,3.01,295,00:20:08,165,189,3.3,182,204,6:41,5:19,33,36,1.32,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:03.5,4,84.2,00:20:05,00:25:18,-20,-2
Running,2022-02-09 18:06:24,FALSE,Santa Barbara Running,5.05,575,00:39:48,163,183,4.1,169,178,7:53,7:17,7,7,1.21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:24.8,6,82.4,00:39:40,00:41:26,-21,-3
Running,2022-01-31 17:17:15,FALSE,Santa Barbara Running,6.00,656,00:47:07,158,174,3.9,170,190,7:51,6:47,223,200,1.21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:00:02.1,7,77.0,00:47:01,00:48:25,52,272
Running,2022-01-14 16:14:56,FALSE,Chicago Running,5.01,545,00:38:32,155,171,3.7,171,188,7:42,6:59,43,30,1.22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,42.8,No,00:00:02.2,6,77.0,00:38:31,00:39:15,619,655
Running,2022-01-13 16:28:37,FALSE,Chicago Running,6.05,757,00:48:44,165,189,4.9,169,194,8:03,6:35,36,56,1.18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,51.8,No,00:00:20.1,7,80.6,00:48:43,00:49:37,387,431
Running,2021-12-25 16:34:26,FALSE,McHenry County Running,3.13,351,00:25:19,150,165,3.1,171,188,8:04,7:19,46,39,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,51.8,No,00:00:59.6,4,80.6,00:25:17,00:25:19,929,954
Running,2021-12-24 10:33:44,FALSE,McHenry Running,13.19,"1,470",01:47:29,158,176,4.3,173,205,8:09,5:19,322,253,1.14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,50.0,No,00:01:18.0,14,77.0,01:47:26,01:48:41,788,955
Running,2021-12-23 13:28:54,FALSE,McHenry County Running,3.50,349,00:22:45,166,187,3.9,182,237,6:30,5:12,72,66,1.36,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,57.2,No,00:03:32.0,4,78.8,00:22:43,00:31:10,984,"1,027"
Running,2021-12-10 13:37:27,FALSE,Santa Barbara Running,3.57,426,00:28:10,160,184,3.5,169,182,7:54,6:41,249,256,1.21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:04:19.6,4,78.8,00:28:05,00:28:17,114,328
Running,2021-12-08 17:08:46,FALSE,Santa Barbara Running,5.04,667,00:44:38,159,184,4.2,164,190,8:51,6:32,446,446,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:19.0,6,77.0,00:44:25,00:47:22,178,617
Running,2021-12-03 13:54:57,FALSE,Boston Running,4.04,437,00:30:21,153,177,3.2,170,190,7:31,6:20,125,89,1.26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,57.2,No,00:00:14.3,5,73.4,00:30:17,00:33:56,95,165
Running,2021-11-30 12:55:52,FALSE,Chicago Running,7.01,830,00:53:29,163,174,4.2,175,190,7:38,6:54,75,75,1.20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:00:02.6,8,73.4,00:53:28,00:54:02,562,587
Running,2021-11-25 12:41:29,FALSE,Chicago Running,2.01,175,00:12:13,153,169,2.4,196,208,6:05,5:25,16,3,1.35,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,46.4,No,00:00:01.4,3,68.0,00:12:13,00:13:45,540,556
Running,2021-11-23 15:56:22,FALSE,Chicago Running,1.80,127,00:10:22,140,158,1.8,198,220,5:45,5:03,13,3,1.41,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,50.0,No,00:03:25.1,3,64.4,00:10:17,00:23:19,545,556
Running,2021-11-20 15:18:37,FALSE,Chicago Running,7.04,794,00:55:19,156,169,3.7,173,190,7:52,6:43,79,98,1.18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:00:17.2,8,78.8,00:55:16,00:56:03,596,637
Running,2021-11-18 19:35:18,FALSE,Chicago Running,2.00,152,00:11:23,147,162,2.2,201,223,5:41,4:47,23,7,1.41,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,50.0,No,00:02:48.7,4,62.6,00:11:22,00:21:40,574,607
Running,2021-11-15 13:11:32,FALSE,Santa Barbara Running,5.31,663,00:49:54,153,175,3.2,168,188,9:24,7:11,"1,030",955,1.02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,77.0,No,00:02:18.5,6,86.0,00:49:50,00:51:23,73,377
Running,2021-11-11 17:07:45,FALSE,Santa Barbara Running,3.96,490,00:36:22,152,176,3.0,168,184,9:11,6:17,630,581,1.04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,75.2,No,00:08:20.8,4,78.8,00:36:17,00:39:47,319,429
Running,2021-11-10 13:40:58,FALSE,Santa Barbara Running,2.22,252,00:18:17,150,167,2.6,169,183,8:14,7:20,230,203,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,77.0,No,00:01:43.7,3,82.4,00:18:16,00:18:19,161,325
Running,2021-11-09 12:36:45,FALSE,Santa Barbara Running,1.75,115,00:09:18.1,143,161,2.3,200,228,5:19,4:12,13,7,1.52,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,77.0,No,00:01:16.9,7,80.6,00:09:15.0,00:19:52,7,30
Running,2021-11-09 12:27:39,FALSE,Santa Barbara Running,0.75,55,00:04:05.0,155,182,2.0,193,222,5:25,4:49,10,3,1.54,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,78.8,No,00:01:17.4,3,80.6,00:04:04.6,00:06:29.8,-16,9
Running,2021-11-08 14:43:09,FALSE,Santa Barbara Running,4.01,416,00:29:51,156,173,3.3,170,178,7:27,6:40,85,26,1.27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:00:01.7,5,82.4,00:29:48,00:30:52,-14,47
Running,2021-11-07 15:30:17,FALSE,Santa Barbara Running,3.00,343,00:25:59,149,172,2.8,169,190,8:39,7:21,338,325,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:00.9,4,80.6,00:25:59,00:25:59,156,430
Running,2021-11-06 14:58:21,FALSE,Santa Barbara Running,5.50,626,00:45:02,157,183,3.8,169,207,8:11,7:04,541,515,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:04:10.6,6,78.8,00:44:59,00:45:36,-4,432
Running,2021-11-04 15:19:04,FALSE,Santa Barbara Running,2.00,144,00:11:30,147,166,2.1,195,240,5:45,4:36,--,7,1.44,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:00:01.0,5,75.2,00:11:27,00:21:41,-22,-11
Running,2021-11-03 11:35:35,FALSE,Santa Barbara Running,3.13,378,00:24:53,170,182,3.5,172,180,7:57,7:01,269,361,1.18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:00:56.9,4,78.8,00:24:52,00:24:55,98,315
Running,2021-11-02 17:44:18,FALSE,Santa Barbara Running,3.00,236,00:19:14,144,162,2.4,185,223,6:24,4:11,7,13,1.35,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:02:52.7,5,80.6,00:19:14,00:31:31,-19,-2
Running,2021-11-01 14:42:45,FALSE,Santa Barbara Running,2.01,220,00:15:20,160,171,2.7,170,178,7:39,7:09,7,13,1.24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:00:02.2,3,80.6,00:15:19,00:15:26,-5,14
Running,2021-11-01 14:28:30,FALSE,Santa Barbara Running,2.01,189,00:13:39,155,167,2.4,180,203,6:48,6:02,43,33,1.31,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:00:01.4,4,80.6,00:13:38,00:13:39,-24,1
Running,2021-10-31 15:07:44,FALSE,Santa Barbara Running,5.15,680,00:49:06,160,180,3.7,158,212,9:32,6:25,640,892,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:01:19.5,6,80.6,00:48:56,00:57:29,28,427
Running,2021-10-29 18:50:26,FALSE,Santa Barbara Running,5.03,532,00:37:48,156,176,3.5,172,188,7:31,6:36,49,62,1.25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:09.7,6,82.4,00:37:46,00:37:51,-33,18
Running,2021-10-27 17:40:49,FALSE,Santa Barbara Running,3.01,382,00:27:03,157,175,3.1,167,180,9:00,7:10,331,328,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:00:03.5,4,80.6,00:27:01,00:27:03,149,421
Running,2021-10-26 13:02:28,FALSE,Santa Barbara Running,4.02,379,00:27:46,153,173,3.1,180,222,6:55,4:34,43,23,1.29,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:00:04.3,6,87.8,00:27:44,00:32:31,-23,1
Running,2021-10-24 15:50:23,FALSE,Santa Barbara Running,6.03,749,00:52:00,162,184,4.0,172,221,8:37,6:22,745,738,1.09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:00:14.7,7,82.4,00:51:57,00:52:38,37,419
Running,2021-10-21 17:51:03,FALSE,Santa Barbara Running,3.06,337,00:24:13,154,169,3.0,172,210,7:55,7:09,318,305,1.18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:26.2,4,77.0,00:24:12,00:24:13,160,328
Running,2021-10-20 18:16:04,FALSE,Santa Barbara Running,5.05,608,00:43:10,158,185,3.8,168,190,8:33,7:22,443,456,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:00:24.8,6,75.2,00:43:06,00:44:22,-13,427
Running,2021-10-16 11:38:33,FALSE,Glendale Running,4.01,477,00:33:42,157,181,3.4,171,195,8:25,6:49,430,423,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,84.2,No,00:00:02.1,5,89.6,00:33:35,00:33:48,701,994
Running,2021-10-13 14:36:37,FALSE,Glendale Running,7.89,"1,034",01:13:46,158,180,3.7,168,207,9:21,7:53,843,794,1.02,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:07:28.9,8,91.4,01:13:43,01:45:26,701,"1,413"
Running,2021-10-12 17:23:55,FALSE,Glendale Running,3.01,415,00:30:37,150,174,3.0,169,192,10:11,8:26,751,764,0.94,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:01.9,4,75.2,00:30:36,00:30:37,674,814
Running,2021-10-11 16:41:30,FALSE,Glendale Running,10.00,"1,134",01:25:19,153,183,3.7,168,193,8:32,5:02,331,315,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:00:01.0,11,78.8,01:24:55,01:32:16,661,945
Running,2021-10-09 15:40:56,FALSE,Santa Barbara Running,3.00,364,00:24:01,162,181,3.3,169,186,8:00,6:51,328,305,1.19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,75.2,No,00:00:01.1,4,82.4,00:24:00,00:24:06,150,426
Running,2021-10-08 18:32:23,FALSE,Santa Barbara Running,2.01,171,00:13:10,140,160,2.2,181,197,6:34,6:00,23,16,1.36,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:02.0,3,82.4,00:13:10,00:13:10,-24,-9
Running,2021-10-06 18:27:47,FALSE,Santa Barbara Running,5.01,570,00:40:22,152,176,3.4,170,212,8:04,7:09,436,449,1.17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:02.1,6,80.6,00:40:19,00:40:31,-10,421
Running,2021-10-05 17:52:26,FALSE,Santa Barbara Running,5.00,537,00:37:01,155,182,3.6,171,182,7:24,5:54,52,52,1.27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:01.3,6,84.2,00:36:59,00:38:06,-12,37
Running,2021-10-02 17:36:10,FALSE,Santa Barbara Running,4.01,443,00:30:26,158,189,3.4,169,184,7:35,6:47,33,23,1.26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:00:02.9,5,86.0,00:30:21,00:32:40,-25,-5
Running,2021-09-29 18:56:35,FALSE,Santa Barbara Running,5.12,578,00:42:20,150,172,3.3,169,215,8:16,7:19,459,449,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:00:57.5,6,82.4,00:42:16,00:42:38,-14,423
Running,2021-09-24 18:02:23,FALSE,Santa Barbara Running,5.03,580,00:41:51,151,178,3.3,168,190,8:19,7:35,466,469,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:00:11.6,6,77.0,00:41:50,00:42:21,-39,420
